deviceDeploymentID,deviceID,deviceType,deviceDescription,deviceExtra,pollutant,units,dataIngestSource,dataIngestURL,dataIngestUnitID,dataIngestExtra,dataIngestDescription,locationID,locationName,longitude,latitude,elevation,countryCode,stateCode,countyName,timezone,houseNumber,street,city,zip,AQSID,fullAQSID,airnow_stationID,airnow_parameterName,airnow_monitorType,airnow_siteCode,airnow_status,airnow_agencyID,airnow_agencyName,airnow_EPARegion,airnow_GMTOffsetHours,airnow_CBSA_ID,airnow_CBSA_Name,airnow_stateAQSCode,airnow_countyAQSCode,airnow_MSAName,address,airnow_countryFIPS,airnow_stateAbbreviation,deploymentType,airnow_FIPSMSACode,airnow_countryCode,airnow_stateCode,airnow_timezone,airnow_houseNumber,airnow_street,airnow_city,airnow_zip
0001770edc620bb8_124000052001,124000052001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0001770edc620bb8,Charette,-72.8928,46.4425,116.8,CA,QC,,America/Toronto,,2e Rang Sud,,G0X 2K0,000052001,124000052001,000052001,PM2.5,Permanent,2001,Active,QC1,Canada-Quebec1,CA,-5,,,00,005,,"2e Rang Sud, Charette, QC G0X 2K0, Canada",,,Permanent,,,,,,,,
005afb7b5c0556d5_124000020401,124000020401,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,005afb7b5c0556d5,SOUTHAMPTON,-62.5828,46.3864,15.3,CA,PE,,America/Halifax,,Cardigan Road,,C0A 2A0,000020401,124000020401,000020401,PM2.5,Permanent,0401,Active,PE1,Canada-Prince Edward Island1,CA,-4,,,00,002,,"Cardigan Road, Cardigan, PE C0A 2A0, Canada",,,Permanent,,,,,,,,
0080f08c90cc64ea_840060731022,840060731022,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0080f08c90cc64ea,El Cajon - Lexington Elementary School,-116.944222,32.789561,144,US,CA,San Diego,America/Los_Angeles,,South 1st Street,,92020,060731022,840060731022,060731022,PM2.5,Permanent,1022,Active,CA4,San Diego APCD,R9,-8,41740," San Diego-Carlsbad-San Marcos, CA ",06,073,,"Lexington Elementary School, South 1st Street, El Cajon, CA 92020, United States of America",,,Permanent,,,,,,,,
009a93fd79b28845_840420710007,840420710007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,009a93fd79b28845,Lancaster,-76.2833,40.0467,100.33,US,PA,Lancaster,America/New_York,1168,Grofftown Road,,17602,420710007,840420710007,420710007,PM2.5,Permanent,0007,Active,PA1,Pennsylvania Dept. of Environmental Protection,R3,-5,29540," Lancaster, PA ",42,071,,"1168 Grofftown Road, Lancaster, PA 17602, United States of America",,,Permanent,,,,,,,,
00de8a888e1c4965_124000050314,124000050314,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,00de8a888e1c4965,Québec - Charlesbourg,-71.2572,46.8615,0,CA,QC,,America/Toronto,583,74e Rue Est,,G1H 7M4,124000050314,124000050314,124000050314,PM2.5,Permanent,0314,Active,QC1,Canada-Quebec1,CA,-5,,,,,,"583 74e Rue Est, Quebec, QC G1H 7M4, Canada",,,Permanent,,,,,,,,
01132b6183512f84_124CC0040207,124CC0040207,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,01132b6183512f84,SAINT JOHN WEST,-66.079931,45.25315,54.9,CA,NB,,America/Moncton,,Lancaster Avenue,,E2M 2V4,CC0040207,124CC0040207,CC0040207,PM2.5,Permanent,0207,Active,NB1,Canada-New Brunswick1,CA,-4,,,00,004,,"Hillcrest Baptist Church, Lancaster Avenue, Saint John, NB E2M 2V4, Canada",,,Permanent,,,,,,,,
017efa9eaf2a430c_840210670012,840210670012,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,017efa9eaf2a430c,NEWTWN,-84.5,38.065,298.51,US,KY,Fayette,America/New_York,608,Chestnut Oak Way,,40508,210670012,840210670012,210670012,PM2.5,Permanent,0012,Active,KY1,Kentucky DEP,R4,-5,30460," Lexington-Fayette, KY ",21,067,,"608 Chestnut Oak Way, Lexington, KY 40508, United States of America",,,Permanent,,,,,,,,
018592228ffbec63_840060090001,840060090001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,018592228ffbec63,San Andreas,-120.680277,38.20185,300.1,US,CA,Calaveras,America/Los_Angeles,350,High School Street,,95249,060090001,840060090001,060090001,PM2.5,Permanent,0001,Active,CA8,California Air Resources Board,R9,-8,,,06,009,,"Calaveras High School, 350 High School Street, San Andreas, Calaveras County, CA 95249, United States of America",,,Permanent,,,,,,,,
018f29d9f731b2f0_840300530018,840300530018,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,018f29d9f731b2f0,Libby Courthouse,-115.548,48.3841,2033.1,US,MT,Lincoln,America/Denver,,Minnesota Avenue,Libby,,300530018,840300530018,300530018,PM2.5,Permanent,0018,Active,MT1,Montana DEQ,R8,-7,,,30,053,,"Big Sky Lumber Supply, Minnesota Avenue, Libby, MT, United States of America",,,Permanent,,,,,,,,
01ad816236798d81_840261530001,840261530001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,01ad816236798d81,SENEY,-85.9503,46.2889,214.92,US,MI,Schoolcraft,America/Detroit,,Office Area Residence Road,,49883,261530001,840261530001,261530001,PM2.5,Permanent,0001,Active,MI1,"Michigan Department of Environment, Great Lakes, and Energy",R5,-5,,,26,153,,"Office Area Residence Road, Germfask Township, MI 49883, United States of America",,,Permanent,,,,,,,,
0208585ef55eb2ff_840131390003,840131390003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0208585ef55eb2ff,Gainesville,-83.8139,34.3003,386.1,US,GA,Hall,America/New_York,695,Fair Street,Gainesville,30501,131390003,840131390003,131390003,PM2.5,Permanent,0003,Active,GA1,Georgia Department of Natural Resources,R4,-5,23580," Gainesville, GA ",13,139,,"Fair Street School, 695 Fair Street, Gainesville, GA 30501, United States of America",,,Permanent,,,,,,,,
022996741614117e_840482030002,840482030002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,022996741614117e,Karnack C85,-94.1681,32.6706,75.44,US,TX,Harrison,America/Chicago,,Avenue P,,75661,482030002,840482030002,482030002,PM2.5,Permanent,0002,Active,TX1,Texas Commission on Environmental Quality,R6,-6,32220," Marshall, TX ",48,203,,"Avenue P, Karnack, Harrison County, TX 75661, United States of America",,,Permanent,,,,,,,,
025c3a109c020dd8_840530610021,840530610021,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,025c3a109c020dd8,Tulalip-Totem Beach Rd,-122.285194,48.065339,9.8,US,WA,Snohomish,America/Los_Angeles,7616,Totem Beach Road,,98271,840530610021,840530610021,840530610021,PM2.5,Permanent,0021,Active,WA1,Washington Department of Ecology,R10,-8,42660," Seattle-Tacoma-Bellevue, WA ",53,061,,"7616 Totem Beach Road, Tulalip Bay, Snohomish County, WA 98271, United States of America",,,Permanent,,,,,,,,
027b1c6b135d09ba_840060530008,840060530008,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,027b1c6b135d09ba,King City AMS,-121.126371,36.209286,102.8,US,CA,Monterey,America/Los_Angeles,,Luckett Street,,93930,060530008,840060530008,060530008,PM2.5,Permanent,0008,Active,MON,Monterey Bay Unified APCD,R9,-8,,,06,053,,"San Lorenzo Elementary School, Luckett Street, King City, CA 93930, United States of America",,,Permanent,,,,,,,,
028fd1fc51cc4cea_840131850003,840131850003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,028fd1fc51cc4cea,Valdosta,-83.2933,30.8486,69.8,US,GA,Lowndes,America/New_York,,West College Street,,31602,131850003,840131850003,131850003,PM2.5,Permanent,0003,Active,GA1,Georgia Department of Natural Resources,R4,-5,46660," Valdosta, GA ",13,185,,"S L Mason School, West College Street, Valdosta, GA 31602, United States of America",,,Permanent,,,,,,,,
02a186e457865ed0_840060192009,840060192009,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,02a186e457865ed0,Tranquillity,-120.3822,36.6324,59.06,US,CA,Fresno,America/Los_Angeles,32534,West Adams Avenue,,93640,060192009,840060192009,060192009,PM2.5,Permanent,2009,Active,CA6,San Joaquin Valley Unified APCD,R9,-8,,,06,019,,"32534 West Adams Avenue, Fresno County, CA 93640, United States of America",,,Permanent,,,,,,,,
0340e98996e33659_840010731010,840010731010,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0340e98996e33659,LEEDS,-86.5492,33.5453,190.54,US,AL,Jefferson,America/Chicago,950,Ashville Road,,35094,010731010,840010731010,010731010,PM2.5,Permanent,1010,Active,AL2,Jefferson County Department of Health,R4,-6,13820," Birmingham-Hoover, AL ",01,073,,"Leeds Elementary School, 950 Ashville Road, Maplewood, Leeds, AL 35094, United States of America",,,Permanent,,,,,,,,
0377d688fd94f06e_840060131004,840060131004,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0377d688fd94f06e,San Pablo - Rumrill,-122.3571,37.9604,19.8,US,CA,Contra Costa,America/Los_Angeles,1899,Rumrill Boulevard,San Pablo,94806,060131004,840060131004,060131004,PM2.5,Permanent,1004,Active,CA2,San Francisco Bay Area AQMD,R9,-8,41860," San Francisco-Oakland-Fremont, CA ",06,013,,"1899 Rumrill Boulevard, San Pablo, CA 94806, United States of America",,,Permanent,,,,,,,,
03f2f86e4cf3c27e_124000100110,124000100110,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,03f2f86e4cf3c27e,Kensington Park,-122.9711,49.2794,133,CA,BC,,America/Vancouver,,Hammarskjold Drive,,V5B 1S0,000100110,124000100110,000100110,PM2.5,Permanent,0110,Active,BC2,Metro Vancouver,CA,-8,,,00,010,,"Kensington Park Outdoor Pool, Hammarskjold Drive, Burnaby, BC V5B 1S0, Canada",,,Permanent,,,,,,,,
040939f5f16c6ae6_840340210008,840340210008,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,040939f5f16c6ae6,Trenton,-74.763167,40.222421,14.9,US,NJ,Mercer,America/New_York,,Olive Street,,08618,840340210008,840340210008,840340210008,PM2.5,Permanent,0008,Active,NJ1,New Jersey Dept. of Environmental Protection,R2,-5,45940," Trenton-Ewing, NJ ",34,021,,"Trenton Free Public Library, Olive Street, Trenton, NJ 08618, United States of America",,,Permanent,,,,,,,,
040bf8f50ba62500_840250212005,840250212005,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,040bf8f50ba62500,WeymouthFR,-70.963346,42.241229,8.65,US,MA,Norfolk,America/New_York,68,Monatiquot Street,Weymouth,02191,840250212005,840250212005,840250212005,PM2.5,Permanent,2005,Active,MA1,Massachusetts Dept. of Environmental Protection,R1,-5,,,25,021,,"68 Monatiquot Street, Weymouth, MA 02191, United States of America",,,Permanent,,,,,,,,
04670d1917026d23_840171570001,840171570001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,04670d1917026d23,HOUSTON,-89.7883,38.1761,136.85,US,IL,Randolph,America/Chicago,10098,Hickory Grove Road,,62217,171570001,840171570001,171570001,PM2.5,Permanent,0001,Active,IL1,Illinois EPA,R5,-6,,,17,157,,"10098 Hickory Grove Road, Randolph County, IL 62217, United States of America",,,Permanent,,,,,,,,
04ad2f44f5499d40_840090030025,840090030025,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,04ad2f44f5499d40,Hartford,-72.679923,41.771444,57,US,CT,Hartford,America/New_York,,Yankee Expressway,,06103,090030025,840090030025,090030025,PM2.5,Permanent,0025,Active,CT1,Connecticut Dept. of Energy and Environmental Protection,R1,-5,25540," Hartford-West Hartford-East Hartford, CT ",09,003,,"Yankee Expressway, Hartford, CT 06103, United States of America",,,Permanent,,,,,,,,
04c96c7b9f07e737_48480011G004,48480011G004,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,04c96c7b9f07e737,Estación Bomberos,-101.35595000000001,20.67495,501.7,MX,GUA,,America/Mexico_City,915,Calle Primo de Verdad,,36530,80011G004,48480011G004,80011G004,PM2.5,Permanent,G004,Active,IEG,Secretaría de Medio Ambiente y Ordenamiento Territorial,MX,-6,,,80,011,,"Calle Primo de Verdad 915, La Noria, 36530 Irapuato, GUA, Mexico",,,Permanent,,,,,,,,
04e234330ca89908_840410470123,840410470123,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,04e234330ca89908,Detroit Lake,-122.182756,44.728314,498.66,US,OR,Marion,America/Los_Angeles,,North Santiam Highway,,97342,410470123,840410470123,410470123,PM2.5,Permanent,0123,Active,OR1,Oregon Dept. of Environmental Quality,R10,-8,,,41,047,,"North Santiam Highway, Marion County, OR 97342, United States of America",,,Permanent,,,,,,,,
04ff0597529c9920_840100031008,840100031008,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,04ff0597529c9920,Rte 9 Del. City,-75.6036,39.57768,3.05,US,DE,New Castle,America/New_York,,Wrangle Hill Road,,19706,100031008,840100031008,100031008,PM2.5,Permanent,1008,Active,DE1,Delaware Dept. of Natural Resources and Environment,R3,-5,,,10,003,,"William ""Bubby"" Sadler Field, Wrangle Hill Road, Delaware City, New Castle County, DE 19706, United States of America",,,Permanent,,,,,,,,
056fc34a7c6dd726_840311530007,840311530007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,056fc34a7c6dd726,2912 Coffey,-95.956078,41.133317,342.8,US,NE,Sarpy,America/Chicago,2912,Coffey Avenue,,68123,311530007,840311530007,311530007,PM2.5,Permanent,0007,Active,NE2,Douglas County Health Department (Omaha),R7,-6,36540," Omaha-Council Bluffs, NE-IA ",31,153,,"Golden Hills Elementary School, 2912 Coffey Avenue, Bellevue, NE 68123, United States of America",,,Permanent,,,,,,,,
05a055f74ba0125f_840483230004,840483230004,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,05a055f74ba0125f,Eagle Pass C319,-100.451155,28.704607,253.2,US,TX,Maverick,America/Chicago,265,Foster Maldonado Boulevard,,78852,483230004,840483230004,483230004,PM2.5,Permanent,0004,Active,TX1,Texas Commission on Environmental Quality,R6,-6,20580," Eagle Pass, TX ",48,323,,"C.C. Winn High School, 265 Foster Maldonado Boulevard, Eagle Pass, TX 78852, United States of America",,,Permanent,,,,,,,,
05b25ae984786f51_840390610040,840390610040,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,05b25ae984786f51,Taft NCore,-84.50404,39.12886,259.24,US,OH,Hamilton,America/New_York,258,William Howard Taft Road,,45219,390610040,840390610040,390610040,PM2.5,Permanent,0040,Active,OH1,Ohio EPA-DAPC,R5,-5,17140," Cincinnati-Middletown, OH-KY-IN ",39,061,,"258 William Howard Taft Road, Cincinnati, OH 45219, United States of America",,,Permanent,,,,,,,,
05b2762b8e177f68_840480430101,840480430101,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,05b2762b8e177f68,Big Bend  NP,-103.178101,29.3025,1052.3,US,TX,Brewster,America/Chicago,,Chihuahuan Desert Research Station Road,,79834,480430101,840480430101,480430101,PM2.5,Permanent,0101,Active,NPS,National Park Service,USEPA,-6,,,48,043,,"Chihuahuan Desert Research Station Road, Brewster County, TX 79834, United States of America",,,Permanent,,,,,,,,
05df6e4dc275a95b_840420750101,840420750101,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,05df6e4dc275a95b,Lebanon,-76.394788,40.338516,43.9,US,PA,Lebanon,America/New_York,,East Walnut Street,,17046,840420750101,840420750101,840420750101,PM2.5,Permanent,0101,Active,PA1,Pennsylvania Dept. of Environmental Protection,R3,-5,,,42,075,,"Quittapahilla Educational Wetland Preserve, East Walnut Street, Avon, South Lebanon Township, PA 17046, United States of America",,,Permanent,,,,,,,,
05efdd01c5e28883_840080310028,840080310028,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,05efdd01c5e28883,Globeville,-104.988469,39.785622,1585.22,US,CO,Denver,America/Denver,40,West 49th Avenue,,80216,080310028,840080310028,080310028,PM2.5,Permanent,0028,Active,CO1,Colorado Department of Public Health and Environment,R8,-7,,,08,031,,"40 West 49th Avenue, Denver, CO 80216, United States of America",,,Permanent,,,,,,,,
061b13e7b3c985d4_840410170116,840410170116,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,061b13e7b3c985d4,Bend Pine Ridge Elementary School,-121.330964,44.024283,1166.6,US,OR,Deschutes,America/Los_Angeles,,Lodgepole Drive,,97702,840410170116,840410170116,840410170116,PM2.5,Permanent,0116,Active,OR1,Oregon Dept. of Environmental Quality,R10,-8,13460," Bend, OR ",41,017,,"Pine Ridge Elementary School, Lodgepole Drive, Bend, OR 97702, United States of America",,,Permanent,,,,,,,,
063ed462f6ea8407_840060371201,840060371201,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,063ed462f6ea8407,Reseda,-118.5331,34.1992,70.8,US,CA,Los Angeles,America/Los_Angeles,18382,Gault Street,,91335,060371201,840060371201,060371201,PM2.5,Permanent,1201,Active,CA3,South Coast AQMD,R9,-8,31100," Los Angeles-Long Beach-Santa Ana, CA ",06,037,,"18382 Gault Street, Los Angeles, CA 91335, United States of America",,,Permanent,,,,,,,,
0660636c92c70124_840320311007,840320311007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0660636c92c70124,Spanish Springs,-119.718738,39.621462,1368.8,US,NV,Washoe,America/Los_Angeles,,Aquene Court,,89441,320311007,840320311007,320311007,PM2.5,Permanent,1007,Active,NV2,Washoe County Health District Air Quality Management Division,R9,-8,39900," Reno-Sparks, NV ",32,031,,"Aquene Court, Sparks, NV 89441, United States of America",,,Permanent,,,,,,,,
06c3f2a66f8b708e_840060010012,840060010012,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,06c3f2a66f8b708e,Laney College,-122.263376,37.793624,4,US,CA,Alameda,America/Los_Angeles,,Channel Path,,94606-3636,060010012,840060010012,060010012,PM2.5,Permanent,0012,Active,CA2,San Francisco Bay Area AQMD,R9,-8,41860," San Francisco-Oakland-Fremont, CA ",06,001,,"Student Parking, Channel Path, Oakland, CA 94606-3636, United States of America",,,Permanent,,,,,,,,
06dd4bb719ab265f_840261630098,840261630098,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,06dd4bb719ab265f,DP4TH,-83.091943,42.312158,178.21,US,MI,Wayne,America/Detroit,857,McKinstry Street,,48209,261630098,840261630098,261630098,PM2.5,Permanent,0098,Active,MI1,"Michigan Department of Environment, Great Lakes, and Energy",R5,-5,19820," Detroit-Warren-Livonia, MI ",26,163,,"857 McKinstry Street, Detroit, MI 48209, United States of America",,,Permanent,,,,,,,,
06f4590ac3218a7c_124000065401,124000065401,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,06f4590ac3218a7c,Belleville,-77.3956,44.1503,0,CA,ON,,America/Toronto,,Dundas Street West,,K8P 4E4,000065401,124000065401,000065401,PM2.5,Permanent,5401,Active,ON1,Ontario Ministry of the Environment,CA,-5,,,00,006,,"Belleville Seventh Day Adventist Church, Dundas Street West, Belleville, ON K8P 4E4, Canada",,,Permanent,,,,,,,,
072f7c834021330b_124CC0091101,124CC0091101,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,072f7c834021330b,Elk Island,-112.8686,53.6825,0,CA,AB,,America/Edmonton,,unnamed road,,,CC0091101,124CC0091101,CC0091101,PM2.5,Permanent,1101,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,-7,,,00,009,,"unnamed road, Improvement District No. 13, AB, Canada",,,Permanent,,,,,,,,
0750d909b9998fe5_840530299999,840530299999,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0750d909b9998fe5,Oak Harbor-SW 6th (US),-122.660004,48.294399,9.8,US,WA,Island,America/Los_Angeles,150,Southwest 6th Avenue,Oak Harbor,98277,530299999,840530299999,530299999,PM2.5,Permanent,9999,Active,WA1,Washington Department of Ecology,R10,-8,,,53,029,,"Oak Harbor Middle School, 150 Southwest 6th Avenue, Oak Harbor, WA 98277, United States of America",,,Permanent,,,,,,,,
0752eb42bd26576d_840483031028,840483031028,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0752eb42bd26576d,Lubbock 12th Street,-101.78698,33.5853,975.35,US,TX,Lubbock,America/Chicago,3914,East 12th Street,,79403,483031028,840483031028,483031028,PM2.5,Permanent,1028,Active,TX1,Texas Commission on Environmental Quality,R6,-6,31180," Lubbock, TX ",48,303,,"3914 East 12th Street, Lubbock, TX 79403, United States of America",,,Permanent,,,,,,,,
078f37046caa6f0b_840480371031,840480371031,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,078f37046caa6f0b,Texarkana New Boston,-94.075671,33.435489,91.48,US,TX,Bowie,America/Chicago,2631,New Boston Road,,75501,480371031,840480371031,480371031,PM2.5,Permanent,1031,Active,TX1,Texas Commission on Environmental Quality,R6,-6,45500," Texarkana, TX-Texarkana, AR ",48,037,,"Burger King, 2631 New Boston Road, Texarkana, TX 75501, United States of America",,,Permanent,,,,,,,,
078f737a2b320b73_840471071002,840471071002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,078f737a2b320b73,ATHENS,-84.5992,35.4511,303.14,US,TN,Mc Minn,America/New_York,1040,Railroad Avenue,Athens,37303,471071002,840471071002,471071002,PM2.5,Permanent,1002,Active,TN1,Tennessee Air Pollution Control Div.,R4,-5,11940," Athens, TN ",47,107,,"1040 Railroad Avenue, Clem Jones Heights, Athens, TN 37303, United States of America",,,Permanent,,,,,,,,
07aca3dc5dd3fb6d_840170650002,840170650002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,07aca3dc5dd3fb6d,KNIGHT_P,-88.625,38.088902,148.8,US,IL,Hamilton,America/Chicago,,County Road 400 East,,,170650002,840170650002,170650002,PM2.5,Permanent,0002,Active,IL1,Illinois EPA,R5,-6,34500," Mount Vernon, IL ",17,065,,"County Road 400 East, Hamilton County, IL, United States of America",,,Permanent,,,,,,,,
07bda38b9291bdbd_840560131003,840560131003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,07bda38b9291bdbd,Lander SLAMS,-108.735562,42.842227,1634.2,US,WY,Fremont,America/Denver,,Riverview Drive,Lander,82520,840560131003,840560131003,840560131003,PM2.5,Permanent,1003,Active,WY1,Wyoming Department of Environmental Quality,R8,-7,40180," Riverton, WY ",56,013,,"Northside School, Riverview Drive, Lander, WY 82520, United States of America",,,Permanent,,,,,,,,
07f1b4e8df12c89d_840530330047,840530330047,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,07f1b4e8df12c89d,Auburn 29th St,-122.2233,47.2814,31.7,US,WA,King,America/Los_Angeles,,29th Street Southeast,Auburn,98001-6537,840530330047,840530330047,840530330047,PM2.5,Permanent,0047,Active,WA1,Washington Department of Ecology,R10,-8,,,53,033,,"Auburn Seventh Day Adventist Church, 29th Street Southeast, Auburn, WA 98001-6537, United States of America",,,Permanent,,,,,,,,
0875d34fe8f88d5d_124000105604,124000105604,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0875d34fe8f88d5d,Penticton Industrial Place,-119.59578,49.47753,308.1,CA,BC,,America/Vancouver,,Ellis Creek walkway,,V2A 6A6,000105604,124000105604,000105604,PM2.5,Permanent,5604,Active,BC1,British Columbia Ministry of Environment,CA,-8,,,00,010,,"Ellis Creek walkway, Penticton, BC V2A 6A6, Canada",,,Permanent,,,,,,,,
089a067f92712ad1_840530750003,840530750003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,089a067f92712ad1,Pullman-Dexter Ave,-117.1801,46.7245,771.3,US,WA,Whitman,America/Los_Angeles,,Southeast Dexter Street,Pullman,99164-1912,530750003,840530750003,530750003,PM2.5,Permanent,0003,Active,WA1,Washington Department of Ecology,R10,-8,39420," Pullman, WA ",53,075,,"Franklin Elementary School, Southeast Dexter Street, Pullman, WA 99164-1912, United States of America",,,Permanent,,,,,,,,
09f9280753f8b157_840120310077,840120310077,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,09f9280753f8b157,Sheffield Elementary School,-81.5869,30.4758,8.85,US,FL,Duval,America/New_York,13237,Lanier Road,,32226,120310077,840120310077,120310077,PM2.5,Permanent,0077,Active,FL3,City of Jacksonville - Environmental Quality Division,R4,-5,27260," Jacksonville, FL ",12,031,,"13237 Lanier Road, Dunn Creek, Jacksonville, FL 32226, United States of America",,,Permanent,,,,,,,,
0a95b6fa2a624fa7_840320030073,840320030073,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0a95b6fa2a624fa7,Palo Verde,-115.332728,36.173415,932.7,US,NV,Clark,America/Los_Angeles,101,South Pavilion Center Drive,Summerlin,89144,320030073,840320030073,320030073,PM2.5,Permanent,0073,Active,NV1,Clark County Department of Environment and Sustainability,R9,-8,29820," Las Vegas-Paradise, NV ",32,003,,"101 South Pavilion Center Drive, Las Vegas, NV 89144, United States of America",,,Permanent,,,,,,,,
0a9604695e004216_840410090004,840410090004,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0a9604695e004216,Portland - Sauvie Island,-122.7721,45.768531,5.86,US,OR,Columbia,America/Los_Angeles,,Reeder Road,,,410090004,840410090004,410090004,PM2.5,Permanent,0004,Active,OR1,Oregon Dept. of Environmental Quality,R10,-8,38900," Portland-Vancouver-Beaverton, OR-WA ",41,009,,"Reeder Road, Columbia County, OR, United States of America",,,Permanent,,,,,,,,
0ae64ece0ecf274a_840061131003,840061131003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0ae64ece0ecf274a,Woodland,-121.732683,38.661239,12.16,US,CA,Yolo,America/Los_Angeles,140,East Gibson Road,Woodland,95776,061131003,840061131003,061131003,PM2.5,Permanent,1003,Active,YS1,Yolo-Solano AQMD,R9,-8,40900," Sacramento--Arden-Arcade--Roseville, CA ",06,113,,"Yolo County Sheriff, 140 East Gibson Road, Woodland, CA 95776, United States of America",,,Permanent,,,,,,,,
0aeb68ce15770311_840191370002,840191370002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0aeb68ce15770311,Viking Lake State Park,-95.044998,40.970001,369,US,IA,Montgomery,America/Chicago,,Viking Lake Road,,51573,191370002,840191370002,191370002,PM2.5,Permanent,0002,Active,IA1,Iowa DNR,R7,-6,,,19,137,,"Viking Lake Road, Montgomery County, IA 51573, United States of America",,,Permanent,,,,,,,,
0aec0e2dcca15bc4_840120112003,840120112003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,0aec0e2dcca15bc4,POMPANO_BEACH,-80.0969,26.2906,2.66,US,FL,Broward,America/New_York,4834,Northeast 19th Terrace,,33064,120112003,840120112003,120112003,PM2.5,Permanent,2003,Active,FL2,Broward County Natural Resources Division,R4,-5,33100," Miami-Fort Lauderdale-Miami Beach, FL ",12,011,,"4834 Northeast 19th Terrace, Pompano Beach, FL 33064, United States of America",,,Permanent,,,,,,,,
